0,1,2,3,4,label
0.99995637,4.2744006e-05,8.6490394e-07,2.394724e-12,2.5228486e-11,1
0.053600132,0.86522883,0.08112303,1.0547712e-05,3.741251e-05,0
0.061432194,6.4080814e-06,0.9385614,5.353733e-08,5.273939e-08,1
0.96969515,3.8011012e-07,0.03030452,1.3314232e-08,1.3149258e-08,1
0.99999976,1.5763439e-08,1.870833e-07,5.9128254e-12,4.4236283e-13,0
1.0,5.050222e-08,2.9305811e-08,9.985202e-10,2.8252847e-10,1
0.9999987,3.8838044e-07,9.759118e-07,1.0107599e-08,1.4525343e-09,1
0.9999999,9.181086e-08,9.73847e-09,2.0867169e-11,1.0949134e-11,1
0.9999628,3.3301694e-07,3.683203e-05,6.852818e-09,6.584737e-09,0
0.911893,4.3735537e-05,0.08806242,8.098841e-07,5.0967827e-08,0
0.9989792,0.0010191778,1.1788497e-06,7.595574e-08,3.57149e-07,1
0.9986626,0.0012130636,0.00012423389,1.10810625e-07,5.0423136e-08,0
0.8985024,0.009608235,0.091874145,1.3274413e-05,1.9137049e-06,0
0.19844177,0.7823826,0.019140042,4.4323338e-06,3.1089876e-05,1
0.99994195,5.6650206e-05,1.4216904e-06,9.798252e-09,5.634682e-10,1
1.0,4.607163e-12,2.5606862e-11,1.4418593e-13,1.5280196e-16,1
0.9959474,0.0023903078,0.0016344152,2.7182487e-05,6.9075065e-07,1
0.99984515,0.00015417587,2.2969913e-07,8.082024e-09,3.672241e-07,1
2.7956405e-05,0.00017304206,0.9997807,7.0331836e-08,1.8230066e-05,0
0.99973375,5.7316183e-06,0.0002605454,4.3443737e-09,1.199929e-09,0
0.99997294,1.8335044e-08,2.7036873e-05,2.0683835e-09,4.7165596e-09,1
0.99689305,0.0031065578,8.3053216e-08,1.4011175e-07,1.16793196e-07,1
0.92011565,0.04127522,0.038485806,9.384037e-05,2.9474333e-05,0
0.99966717,0.00032747918,5.300649e-06,9.435745e-09,3.77523e-08,1
0.5252373,0.45052177,0.022419434,1.2976775e-05,0.0018084553,0
0.99985445,1.5869056e-05,0.00012931725,3.3737794e-07,2.594701e-08,1
0.9998592,4.262807e-05,8.8647e-05,9.220761e-06,2.5713496e-07,1
1.0,3.154599e-14,1.2363895e-13,6.4283666e-17,5.877861e-18,1
0.99986446,6.395022e-08,0.00013541886,8.665916e-10,1.5182136e-10,1
0.9999912,2.2788714e-10,8.7770695e-06,4.78384e-11,2.6195374e-12,1
0.9996184,0.00034808117,3.0468382e-05,2.4524067e-07,2.732915e-06,1
0.99521494,6.1857527e-06,0.0047789314,2.4433857e-09,1.527717e-09,0
0.99917173,7.636052e-06,0.0008184694,2.0530624e-06,6.566643e-08,0
0.99999976,2.3408294e-08,2.7418443e-07,1.0426725e-09,1.7328384e-11,1
0.99829286,1.0767067e-06,0.001706017,1.1758007e-08,4.1959822e-09,0
0.9999994,5.418323e-07,4.7188347e-09,5.179145e-10,1.1178682e-10,1
0.99957734,0.00041838604,3.668337e-06,5.668158e-07,2.052361e-08,1
0.99999344,2.6694906e-06,3.9176343e-06,7.725123e-09,1.5124502e-09,1
0.9948225,0.0051772795,2.783588e-07,2.5695368e-09,3.1206643e-10,0
0.9999976,2.2872669e-06,1.7153536e-07,9.310259e-11,2.2334011e-11,0
0.9985771,1.9188298e-07,0.0014226078,1.1489034e-08,8.234539e-09,1
0.25714302,0.7427887,3.1839147e-05,5.550222e-06,3.103546e-05,1
