0,1,2,3,4,label
0.9200448393821716,0.06228811666369438,0.01735600084066391,0.0003002164885401726,1.0818048394867219e-05,1
0.8489277958869934,1.3066067367617507e-05,0.15105614066123962,5.880254434487142e-07,2.4452390334772645e-06,1
3.168988769175485e-05,0.0010386944049969316,0.325685977935791,0.6714708805084229,0.0017727803206071258,1
0.9977859258651733,0.00016522906662430614,0.0020011041779071093,4.579358210321516e-05,1.9449105366220465e-06,0
0.1671307235956192,0.8326370716094971,0.0002242107584606856,6.790073257434415e-06,1.1525881973284413e-06,1
0.9982339143753052,0.0005444402922876179,0.0008722324855625629,0.00028754561208188534,6.203695375006646e-05,0
0.17291362583637238,0.009545047767460346,0.8107010722160339,0.006745036691427231,9.522812615614384e-05,0
0.0001227090397151187,0.0005925172008574009,0.8428499102592468,0.1527421623468399,0.0036927354522049427,1
0.1929674595594406,0.7897470593452454,0.017284372821450233,5.301963028614409e-07,5.6526317848693e-07,1
0.8614491820335388,0.1151699647307396,0.022808535024523735,0.00024217610189225525,0.0003301712858956307,1
0.4625963866710663,0.48120006918907166,0.05603828281164169,0.00014915406063664705,1.605517536518164e-05,0
0.9780207276344299,0.018997596576809883,0.0024938287679105997,0.0004711722140200436,1.6692321878508665e-05,1
0.4156052768230438,0.5834781527519226,0.0006892402889207006,0.00022361965966410935,3.6557705698214704e-06,1
0.037317678332328796,0.012074622325599194,0.9499936103820801,0.0002809055440593511,0.00033320410875603557,0
0.9836763739585876,0.013050747103989124,0.0032422905787825584,2.9349774194997735e-05,1.240307824446063e-06,0
0.2757819890975952,0.03751309961080551,0.6862920522689819,0.00040209601866081357,1.0809823834279086e-05,1
0.0019504789961501956,0.9980497360229492,5.204245923096096e-08,1.9961541308788355e-09,1.961443230058535e-09,1
0.5590723156929016,0.20155689120292664,0.2376137226819992,0.0016582822427153587,9.87386520137079e-05,1
0.6106070280075073,0.3847254514694214,0.004665956366807222,3.8196048990357667e-07,1.1678063174258568e-06,0
0.968076229095459,0.0034033588599413633,0.028473006561398506,4.4972730393055826e-05,2.3863810838520294e-06,0
0.9982515573501587,0.0016834220150485635,6.459256110247225e-05,1.9460139810689725e-07,1.9942371309866758e-08,0
0.3715285658836365,0.0005452805198729038,0.6279070973396301,1.4224401638784911e-05,4.803229785466101e-06,0
0.11018621176481247,0.0002156493574148044,0.8895978331565857,2.804421797009127e-07,5.200830344165297e-08,0
0.0019157116767019033,2.5509866441453255e-10,0.9980840086936951,9.656771382537954e-09,8.588467714787384e-09,1
0.6685643792152405,0.07422269135713577,0.256308913230896,0.00044068178976885974,0.000463310134364292,1
0.47352203726768494,0.026077989488840103,0.49989554286003113,0.000321695813909173,0.00018272342276759446,0
0.4441123604774475,0.004571111872792244,0.5513156652450562,4.690333241796907e-07,3.9573026811012824e-07,1
0.9502366185188293,0.0010890463599935174,0.0486413948237896,3.237126293242909e-05,5.628498911391944e-07,0
0.20591552555561066,0.002628614194691181,0.7914144992828369,3.0454093575826846e-05,1.0912704055954237e-05,0
0.34057751297950745,0.08108054101467133,0.5778396725654602,0.0004214512009639293,8.086046000244096e-05,0
0.7722346186637878,0.0012666065013036132,0.22643867135047913,5.8009158237837255e-05,2.0688330550910905e-06,1
0.9982077479362488,5.020986009185435e-06,0.0017855595797300339,1.8396161749478779e-06,2.0047258431077353e-07,0
0.4986480176448822,0.00031747962930239737,0.501021146774292,4.307781637180597e-06,9.068820872926153e-06,0
0.9557406306266785,0.010446817614138126,0.033519092947244644,0.0002766563557088375,1.67593370861141e-05,1
0.0014899771194905043,0.0004913284792564809,0.9977019429206848,0.00031551282154396176,1.1613766446316731e-06,0
0.37613537907600403,0.1030995324254036,0.5206670165061951,2.589506584627088e-05,7.21940232324414e-05,0
