0,1,2,3,4,5,6,7,label,level
9.694709e-08,1.92637e-06,2.6276712e-07,9.812557e-09,0.9999951,2.8280868e-07,2.343897e-06,1.5370595e-08,1.0,4.0
1.267991e-11,3.527672e-08,4.889984e-09,5.1334003e-11,1.5711756e-06,2.7723841e-08,0.0334151,0.96658325,1.0,7.0
8.738085e-10,7.077117e-07,4.883867e-08,6.65144e-10,1.4594323e-05,6.236357e-07,0.12969768,0.87028635,1.0,7.0
7.641696e-08,2.2089985e-06,2.5841207e-08,1.2389331e-09,0.00013466482,1.4514957e-06,0.9998273,3.4272933e-05,1.0,6.0
7.0283834e-10,1.4370907e-07,6.383757e-08,1.7080902e-09,6.378664e-06,7.120404e-07,0.10037231,0.8996205,1.0,7.0
1.8338109e-10,3.0760823e-08,5.2449103e-09,4.6168386e-12,2.3924169e-05,5.5063354e-09,0.9999713,4.8170577e-06,1.0,6.0
2.6090453e-05,2.4323544e-05,0.99993193,2.9563832e-06,1.3045606e-05,3.1081373e-07,1.120505e-06,1.9723369e-07,1.0,2.0
7.867613e-09,2.0032448e-05,5.904885e-05,1.905384e-08,0.99988556,2.5457339e-05,9.622541e-06,1.1206971e-07,1.0,4.0
1.2615769e-07,1.2292045e-05,2.2917284e-07,6.2592165e-10,0.9999708,2.952349e-07,1.6257673e-05,2.7096503e-08,1.0,4.0
8.194065e-08,1.0349659e-07,1.1884622e-08,7.4864756e-06,0.9999901,5.7376304e-09,2.1318633e-06,1.6423294e-07,1.0,4.0
7.985325e-10,1.5941336e-07,7.3928046e-09,3.4465774e-11,4.7287767e-06,2.4821963e-08,0.9995086,0.0004864681,1.0,6.0
4.3579265e-09,0.00021964891,0.99944407,0.0003079191,6.721602e-06,2.1497868e-05,6.097537e-08,1.6889798e-08,1.0,2.0
7.0140304e-06,0.00023421356,0.99974114,2.7186753e-09,6.521359e-07,1.6622385e-05,3.89296e-07,1.1838525e-08,1.0,2.0
1.7875109e-09,1.7611204e-06,4.5452513e-11,7.999375e-12,2.5853265e-06,1.02902815e-08,0.9999933,2.2650895e-06,1.0,6.0
5.6443916e-12,4.6835242e-09,2.4219478e-12,3.5744092e-14,1.1693005e-08,6.031978e-11,0.9999957,4.3224386e-06,1.0,6.0
0.00017227742,2.129342e-09,9.318949e-08,2.1482226e-08,7.138184e-07,0.9998267,1.9162464e-07,8.800663e-09,1.0,5.0
4.0100723e-08,1.721504e-05,5.070052e-06,6.777512e-07,1.5814824e-06,0.99997544,3.5698914e-08,1.1305917e-09,1.0,5.0
1.2032034e-05,8.116208e-05,3.059034e-06,2.0400492e-07,0.9998142,2.478174e-06,8.3680556e-05,3.2584337e-06,1.0,4.0
4.8512018e-08,2.7313682e-10,7.369057e-06,0.99999166,6.4036165e-10,8.9450447e-07,6.733787e-12,3.1009204e-13,1.0,3.0
0.9995109,7.91697e-08,1.4522288e-07,1.5712443e-06,9.771041e-05,0.00038211126,7.2340467e-06,2.27833e-07,1.0,0.0
3.4723837e-06,0.99965286,3.7819166e-07,1.5148917e-08,2.8879558e-07,0.00033743802,5.475464e-06,1.3560124e-07,1.0,1.0
1.0854308e-10,3.1417571e-06,6.8882087e-09,9.923698e-12,6.5010594e-05,6.469627e-09,0.9993292,0.00060263026,1.0,6.0
7.674839e-10,0.9999981,9.44745e-07,1.5051562e-07,1.8056278e-07,5.6896386e-07,4.642324e-08,1.0000222e-09,1.0,1.0
5.223761e-10,7.3476673e-07,4.9644665e-08,1.1053577e-09,2.1425285e-05,3.288588e-07,0.11078329,0.88919425,1.0,7.0
3.0091754e-10,0.00017590322,0.99981683,6.766304e-07,1.0253422e-07,6.4380465e-06,2.1821554e-08,3.5816674e-09,1.0,2.0
8.472862e-09,1.8930274e-08,2.1554943e-08,8.0769663e-10,0.99997306,5.7645856e-08,2.6922786e-05,1.8006086e-08,1.0,4.0
9.4556754e-07,2.795239e-07,8.927124e-07,6.9899043e-06,2.4299633e-09,0.99999094,2.136625e-09,1.6904464e-11,1.0,5.0
4.1521887e-11,6.1045856e-11,8.1813045e-09,1.0,1.4373575e-11,2.172442e-08,1.2539074e-12,6.006897e-14,1.0,3.0
1.882955e-09,1.815758e-06,2.1101353e-07,1.6263261e-09,2.6765354e-05,9.033927e-07,0.12866932,0.871301,1.0,7.0
1.2208823e-06,1.5874119e-06,0.9996038,0.00037611218,4.907615e-06,1.0907019e-05,9.53872e-07,4.7575287e-07,1.0,2.0
1.15326735e-07,0.9988274,0.0011593569,7.0570477e-06,1.8362801e-06,2.4309502e-08,3.4672175e-06,7.957279e-07,1.0,1.0
4.582965e-06,1.0343811e-05,0.9999132,2.2284496e-05,4.528901e-05,2.6857876e-06,1.0847051e-06,4.9520105e-07,1.0,2.0
7.7832524e-10,0.9999126,8.696534e-05,1.5745982e-07,1.1944101e-08,1.8086891e-07,1.1413718e-08,3.15584e-10,1.0,1.0
8.027694e-11,1.9990952e-13,3.2181865e-14,1.2248585e-08,1.6102747e-10,1.0,1.3365876e-10,9.197931e-12,1.0,5.0
0.00038857153,7.4069762e-06,2.1765777e-06,5.2253935e-08,5.0966984e-05,0.99955016,6.473045e-07,1.239774e-09,1.0,5.0
3.1308443e-09,2.8165937e-06,6.8293275e-07,7.988428e-09,0.00014162266,3.7281368e-06,0.19466758,0.8051836,1.0,7.0
1.0015432e-06,0.9997465,2.8481467e-05,3.6262118e-05,1.161255e-05,0.00017325014,2.7314438e-06,1.9946835e-07,1.0,1.0
2.7943559e-06,1.8007114e-06,3.5184857e-07,2.2607776e-09,2.1782991e-05,1.3141391e-07,0.9999671,5.9213517e-06,1.0,6.0
1.5119357e-10,1.8085169e-08,2.9377276e-10,2.8413454e-12,0.00011130693,1.0153896e-09,0.9998884,2.1164858e-07,1.0,6.0
1.1418848e-06,0.00014164227,0.9991836,0.0006378086,3.5125016e-05,2.663047e-07,2.5909026e-07,7.5000315e-08,1.0,2.0
1.382982e-09,1.4550344e-06,7.729944e-09,1.2821207e-11,0.0031154517,8.79336e-08,0.996878,4.941499e-06,1.0,6.0
1.2324042e-06,2.262489e-05,0.9999112,5.9608876e-05,4.3211253e-06,9.4791267e-07,1.1564715e-07,2.605819e-08,1.0,2.0
1.0753012e-07,1.974846e-06,0.9999974,1.20569545e-08,3.987958e-07,1.500563e-07,6.121111e-08,1.9466018e-08,1.0,2.0
1.5863025e-08,2.3188773e-07,2.3338496e-06,1.9981309e-08,0.99998605,5.7803118e-06,5.5750374e-06,7.492433e-09,1.0,4.0
4.23675e-05,0.9999362,3.1752877e-06,1.4809975e-05,3.995118e-07,2.3242492e-06,4.925217e-07,1.8424264e-07,1.0,1.0
0.99965334,4.207216e-06,0.0003130867,1.40432985e-05,5.3243975e-06,7.0162378e-06,2.5957902e-06,3.8226906e-07,1.0,0.0
8.384248e-06,3.1963455e-07,1.5020383e-07,3.1646688e-10,0.9997346,6.480889e-06,0.00024911683,1.0026763e-06,1.0,4.0
0.9958546,2.1924681e-07,5.891201e-05,0.004083996,5.656264e-07,1.980407e-07,1.4109389e-06,1.2850083e-07,1.0,0.0
7.499363e-10,1.0305811e-06,4.122438e-10,8.3673e-12,2.8384245e-06,1.2709518e-08,0.99999547,5.4331065e-07,1.0,6.0
5.4963734e-10,2.287808e-08,7.698598e-11,1.032599e-12,7.5018984e-06,1.8720482e-07,0.999992,2.0600446e-07,1.0,6.0
2.6213445e-07,9.385735e-06,0.0021670982,4.2576527e-08,0.99778914,1.0215585e-05,2.350408e-05,2.3346806e-07,1.0,4.0
0.00016597571,9.7548276e-05,0.9994618,0.00024689495,2.333081e-05,3.703014e-06,6.731481e-07,9.439643e-08,1.0,2.0
8.434396e-11,1.0694241e-09,5.3168804e-07,0.9999995,1.1275076e-08,3.832753e-08,2.1216338e-09,1.066021e-09,1.0,3.0
7.707146e-08,0.9999939,7.972588e-08,4.963573e-09,3.9526344e-06,5.3438715e-08,1.7359058e-06,6.1615374e-08,1.0,1.0
8.545475e-13,7.1644474e-12,1.2226716e-15,1.3507996e-16,2.1287776e-12,3.586753e-13,0.9999999,1.3523692e-07,1.0,6.0
2.4639424e-10,2.4034498e-12,1.0738492e-10,1.0,1.1295509e-12,5.135059e-11,1.2504252e-12,2.6878917e-13,1.0,3.0
1.621193e-08,6.3596946e-07,3.4489172e-08,2.726183e-10,0.0051562684,1.2977544e-07,0.9948337,9.1838e-06,1.0,6.0
6.699251e-06,2.9010498e-05,0.00022734614,9.2200264e-07,0.9996866,1.7235546e-06,4.6823676e-05,9.2422465e-07,1.0,4.0
3.0976355e-06,0.0006160666,0.00025524164,4.298488e-06,0.99905366,3.751324e-05,2.8552666e-05,1.6163326e-06,1.0,4.0
3.5562273e-10,5.410703e-08,2.5267608e-09,1.0,8.3446033e-10,6.8267196e-09,2.017224e-09,1.5099004e-09,1.0,3.0
3.5228547e-07,0.0001583877,0.99983,1.6125183e-06,2.331577e-06,6.965657e-06,1.7044057e-07,1.78474e-08,1.0,2.0
1.3058072e-08,2.1173817e-07,4.6413335e-09,8.597464e-11,2.647756e-06,7.7384854e-08,0.9999969,1.2829788e-07,1.0,6.0
2.1768321e-07,0.9977463,0.0022513461,1.3370469e-06,1.0028439e-08,5.6640914e-07,1.3337848e-07,5.5932652e-08,1.0,1.0
1.5906334e-08,9.102982e-06,3.1741823e-05,0.9999546,1.2103926e-06,3.4255347e-06,5.51198e-09,6.260954e-10,1.0,3.0
0.9861761,0.00022689371,9.4573355e-05,0.009926012,0.0034674616,3.672037e-07,9.941722e-05,9.241909e-06,1.0,0.0
9.035926e-07,2.2504535e-05,1.19725625e-08,1.2302448e-10,0.0017279956,5.664734e-05,0.99818206,9.832928e-06,1.0,6.0
0.0069437344,5.6676407e-05,3.584386e-06,2.7064118e-07,0.9905529,0.001995804,0.0004444475,2.61419e-06,1.0,4.0
3.9093784e-06,3.0324374e-05,7.7664345e-06,2.5507022e-08,0.99990654,6.9939288e-06,4.292173e-05,1.4237554e-06,1.0,4.0
2.4606652e-07,1.3300125e-08,2.7513279e-06,0.99999225,7.52743e-09,4.81443e-06,9.097314e-11,7.811319e-12,1.0,3.0
5.6995525e-08,6.710202e-06,8.1757446e-07,4.930531e-07,0.9999876,2.5695192e-06,1.6129201e-06,2.302713e-08,1.0,4.0
3.2214817e-07,2.0160576e-05,0.00018215987,1.6167421e-07,0.99976486,1.9030886e-05,1.18118805e-05,1.4469205e-06,1.0,4.0
2.741163e-08,1.4913327e-06,0.99989295,0.00010537311,2.4578423e-08,3.6365872e-08,1.5437125e-08,5.25342e-09,1.0,2.0
6.725368e-08,2.488236e-07,0.9999994,2.1077022e-07,3.846873e-08,1.213188e-08,6.77346e-09,2.1728208e-09,1.0,2.0
0.99980396,8.146039e-09,1.7837398e-05,0.00017210895,2.2533213e-07,5.5448727e-06,2.326016e-07,3.2248522e-08,1.0,0.0
1.3875243e-06,0.9999771,1.6900509e-05,1.8268924e-09,2.804752e-07,1.358987e-08,4.031402e-06,2.622159e-07,1.0,1.0
1.7885449e-07,1.7722467e-05,0.9998305,0.000108360124,4.276105e-05,2.1018289e-07,2.365197e-07,4.6663292e-08,1.0,2.0
4.296274e-10,1.0357626e-06,8.2277474e-08,8.545302e-10,2.802744e-05,5.0421784e-07,0.07833606,0.92163426,1.0,7.0
7.5187974e-11,0.99999774,2.0601083e-06,5.2517183e-08,7.7166995e-10,5.2139317e-08,1.1632322e-08,2.830991e-10,1.0,1.0
5.263093e-07,1.6502598e-07,2.3213097e-07,6.620393e-07,4.8323994e-07,0.99999785,1.4078208e-07,1.5366327e-08,1.0,5.0
2.6234084e-09,3.7737868e-07,0.9999976,2.0683824e-06,4.5109385e-08,2.9580733e-09,4.385119e-09,3.5368406e-09,1.0,2.0
1.1059288e-09,1.5894476e-06,1.994347e-07,2.3747755e-09,4.1513274e-05,1.2727737e-06,0.10648921,0.8934662,1.0,7.0
8.909491e-10,4.2228766e-07,1.04063716e-07,2.1169173e-09,1.3230464e-05,5.6781084e-07,0.05365254,0.9463331,1.0,7.0
4.5396592e-07,2.395263e-06,1.363714e-08,4.732331e-07,1.2758517e-06,0.99999523,7.014689e-08,2.3504379e-08,1.0,5.0
