0,1,2,3,4,label
1.0,3.7556628e-08,4.277662e-09,6.0686883e-15,2.8851697e-11,0
0.89923644,1.36533035e-05,0.10073827,3.2705407e-07,1.1336963e-05,0
0.9994072,0.0005928636,2.5798084e-09,7.739473e-11,2.8324951e-09,1
0.042603616,0.003104813,0.95029116,0.0018949888,0.0021054165,0
0.95878255,0.0409971,0.0002161445,3.936948e-07,3.7837235e-06,1
0.8424961,0.01932028,0.13793868,0.00014416836,0.00010088204,0
0.7781177,0.003733355,0.21698573,0.00071743847,0.00044570243,1
0.9918257,0.0061707576,0.0019213752,1.3390731e-05,6.872829e-05,0
0.9999989,1.0766107e-06,1.4360786e-08,1.5467342e-13,6.548317e-12,1
0.9999987,1.8634572e-07,1.0363036e-06,9.56996e-12,5.351378e-10,1
1.8402532e-05,5.242559e-05,0.9586784,0.036990512,0.004260116,0
0.99994254,5.0841954e-05,6.512252e-06,2.2945368e-09,3.553857e-08,0
0.90406156,0.0957859,0.00015117814,9.8371856e-08,1.2949401e-06,0
0.92783046,0.00814851,0.06382573,5.6357927e-05,0.00013898197,0
0.9999975,1.4832204e-06,2.2801132e-07,1.9775966e-11,8.504157e-07,1
0.9162306,0.0786845,0.004991155,4.6904508e-05,4.6824953e-05,0
0.82232386,0.17767234,3.7001726e-06,1.0332324e-08,1.3057877e-07,1
0.004392791,0.9955792,2.5239224e-05,1.7265124e-06,1.1070479e-06,0
0.0016048512,0.9983859,7.933894e-06,5.0314765e-07,8.5401575e-07,1
0.86824894,0.13170682,4.375583e-05,9.704159e-08,3.2446283e-07,0
0.9999999,6.255072e-08,8.3893266e-12,5.142632e-16,3.9123213e-13,1
0.99956065,0.00026886023,0.00016989498,1.6102807e-07,5.2640945e-07,1
0.9602372,0.03975789,4.9441237e-06,6.4815193e-09,4.162829e-08,1
0.48432645,0.4926091,0.023039259,8.488487e-06,1.6627593e-05,0
1.7113438e-05,1.1475937e-07,0.9997582,0.00021316357,1.13790975e-05,0
0.9999999,3.0630847e-08,6.443126e-08,1.0399599e-12,5.331609e-10,1
0.9981693,0.0017540591,7.616415e-05,6.6801576e-08,3.363458e-07,1
1.1838224e-05,2.3257474e-09,0.999987,1.2197073e-07,1.0250538e-06,1
0.99987555,0.00012442323,3.895264e-08,3.5171328e-11,1.5400676e-09,1
0.999337,0.0003798851,0.0002825899,3.319234e-08,4.2538537e-07,0
0.0011186431,0.012058093,0.84966093,0.124908485,0.012253876,0
0.9916065,0.00078940106,0.007596702,1.6815029e-06,5.8447695e-06,0
0.76533383,0.0013853812,0.23286588,0.00033697396,7.792386e-05,0
0.9999994,2.8561479e-08,5.7574823e-07,1.3299304e-12,5.7437107e-11,0
0.9996561,3.064903e-05,0.00031324555,1.19017e-08,5.774465e-08,1
0.53949034,0.0032468787,0.45665357,0.00025845683,0.00035074668,1
6.304709e-08,2.7321331e-08,0.9998473,0.00014914923,3.4851862e-06,1
0.99999785,1.3900303e-07,1.8711711e-06,3.1808647e-09,6.9447225e-08,1
0.9999987,1.2755593e-06,6.539981e-11,4.291535e-15,3.7891928e-13,1
0.9905314,0.009452076,4.8108423e-06,5.3369956e-07,1.1172782e-05,1
4.253735e-06,1.0565808e-06,0.0006230294,0.0056339167,0.9937377,1
0.9862649,0.008032516,0.005658414,1.4082494e-05,3.0084997e-05,0
0.99999595,2.1205371e-06,1.932197e-06,6.518965e-11,1.058503e-08,1
0.19473384,4.6948382e-05,0.40879732,0.00093396986,0.39548796,0
0.9587043,0.000121720215,0.038235437,0.0016401949,0.0012983172,0
0.9650866,0.01295944,0.021844761,5.2667918e-05,5.6600158e-05,0
0.99998665,1.3356837e-05,6.156658e-10,6.248567e-14,6.342255e-12,0
0.22575323,0.04337538,0.5414926,0.010673893,0.17870487,0
0.9187838,0.021348793,0.059800167,7.014602e-06,6.02591e-05,0
0.9999968,1.798513e-06,1.4279212e-06,9.39326e-12,6.164884e-11,0
0.9979169,0.0019712516,0.00011023306,1.6623952e-07,1.4527621e-06,0
1.0,6.9299244e-10,2.2745816e-08,1.3961065e-14,2.8953283e-12,1
0.9741977,0.0047595114,0.021028848,4.7688313e-06,9.179216e-06,1
0.99999464,5.351607e-06,2.8631443e-11,7.433257e-16,1.2920509e-13,0
0.9997867,0.00021243174,9.875148e-07,1.5774738e-10,5.5613283e-09,0
0.0010667321,7.776776e-07,0.9989229,8.962431e-06,5.858452e-07,0
1.0,8.518341e-11,8.28783e-11,2.5020652e-18,4.590172e-16,1
0.98426455,1.5140954e-05,0.015719071,1.6850552e-07,1.0820136e-06,0
5.4432167e-07,0.99999785,6.1938266e-07,7.5017886e-07,2.1376039e-07,1
0.08813065,0.01740536,0.89410836,0.00021819389,0.00013741892,0
0.998979,9.331557e-06,0.001011714,2.595604e-09,5.2838562e-08,1
1.0,2.1555802e-09,1.3728389e-12,2.777183e-18,2.3034042e-16,1
0.97822464,0.0006577135,0.020861896,5.6911515e-05,0.00019882208,0
0.00020389569,4.7909685e-05,0.19672284,0.7915858,0.01143965,0
0.99865484,0.0010899534,0.00025449065,1.8709076e-07,4.9298427e-07,0
0.000106216175,2.056544e-06,0.0018257664,0.74688315,0.2511828,0
0.9993598,0.0005347776,0.00010525205,1.8858932e-08,8.624409e-08,1
0.24641581,0.57129514,0.18183997,0.0002933558,0.00015578345,0
0.00063785136,3.5728455e-05,0.9982724,0.00037971913,0.00067431177,0
0.9924402,9.852677e-08,0.0075595896,6.1323715e-09,4.6509427e-08,1
0.070098676,0.0009326158,0.92895687,4.944771e-06,6.8603044e-06,0
0.07933105,0.011103733,0.90842116,0.0010087966,0.00013528735,0
0.28956857,0.5987967,0.11018513,0.0008938758,0.0005557396,0
0.99993324,1.5649866e-05,5.1174215e-05,9.684379e-10,2.886809e-08,1
0.9999894,1.2026041e-07,1.0531629e-05,2.1824913e-11,2.909367e-10,1
0.99738055,4.5350434e-06,0.002612251,1.3373747e-07,2.4713456e-06,1
0.9953185,1.7338385e-05,0.0046632714,1.7968388e-07,7.422248e-07,1
0.99998534,4.8077395e-06,9.844279e-06,1.0064771e-09,3.0905678e-09,1
0.9652815,0.031853598,0.002857906,2.3418909e-06,4.7300186e-06,0
1.6034503e-06,9.276059e-07,0.9999471,4.872381e-05,1.6402889e-06,1
0.0043764417,0.012243492,0.9523582,0.030592425,0.00042935662,0
0.9999486,5.1400923e-05,3.179005e-08,5.2708974e-12,2.3075937e-10,1
0.9964719,0.001060729,0.0024571517,1.4406465e-06,8.782848e-06,1
1.0,1.7141946e-13,3.7932328e-13,9.1034134e-21,1.9665173e-18,1
0.9781206,0.021870753,8.641861e-06,5.843833e-09,4.2733706e-08,0
0.008238352,4.141414e-06,0.99174666,8.539639e-06,2.394726e-06,0
0.067113504,0.9328818,2.184903e-06,2.7850447e-07,2.291537e-06,1
0.0012943906,0.00028983588,0.114569865,0.87030756,0.013538334,0
0.7804724,0.010074742,0.19987763,0.000733918,0.008841335,1
0.9990396,1.4058965e-05,0.0009461621,1.8547226e-08,6.804107e-08,1
0.99993634,1.1864128e-05,5.1757015e-05,5.0796e-10,5.208016e-08,0
0.9454277,0.054516256,5.393258e-05,4.926787e-07,1.6044625e-06,1
0.99660957,0.0022219557,0.0011329537,3.2184598e-06,3.236079e-05,0
2.8645127e-05,1.3600558e-06,0.9999659,2.8630802e-06,1.2199207e-06,1
0.9807195,0.013736651,0.0055302954,2.3443968e-06,1.108825e-05,1
0.94271225,0.054222766,0.0029371586,2.5474052e-05,0.000102277256,1
1.0,3.0346485e-12,4.7824285e-16,1.8890866e-22,3.814581e-19,1
0.9999974,2.5856425e-06,3.4723247e-08,5.0925457e-12,3.3525857e-10,1
0.06508571,0.92873615,0.0052258726,0.0006258727,0.00032626276,0
6.856801e-08,3.054836e-07,5.98501e-05,0.9999101,2.9715444e-05,1
0.9439052,6.556031e-06,0.0560862,2.887092e-07,1.7605212e-06,0
0.7675527,0.01607401,0.2113843,0.0021767896,0.0028121986,0
0.9954137,0.0038018,0.00062169076,2.496986e-06,0.00016027263,0
0.99996567,4.6837945e-07,3.3768814e-05,1.7007186e-09,7.1583166e-08,1
0.5023012,0.49740675,0.00016434486,1.2634733e-05,0.00011505334,0
0.87342423,0.12625884,0.00031471634,6.0708555e-07,1.7179683e-06,0
1.0,2.2503888e-09,4.3406537e-08,6.43866e-14,5.152874e-12,0
0.7592138,0.0013047723,0.23862551,0.00018862735,0.0006672316,0
0.9840501,0.0011127966,0.014835696,4.879412e-07,9.25856e-07,1
0.0042816345,0.9917337,0.0034197222,0.00027097148,0.0002940593,1
0.9998945,0.000105235085,2.6512507e-07,3.856522e-10,4.3120316e-09,1
0.9941472,0.0058515365,1.232845e-06,1.032687e-08,7.538361e-08,1
0.9990495,5.666608e-05,0.00088529405,7.9252067e-07,7.75085e-06,1
0.99887794,0.0011186779,3.2998212e-06,6.0655867e-09,5.2201866e-08,1
0.9999999,1.2365015e-07,2.0237916e-08,4.7182467e-15,3.1352928e-12,1
0.6747853,0.32370117,0.0014813336,1.053208e-05,2.162776e-05,1
0.9985216,0.0001956355,0.0012814931,4.4399684e-07,7.4446575e-07,0
0.9995555,7.319067e-06,0.00043720222,9.645205e-10,4.646954e-09,1
0.9887899,0.0064407997,0.004556228,4.664774e-05,0.00016643625,0
0.97470164,0.0003528777,0.0249345,6.113523e-06,4.875799e-06,0
0.99018735,0.0057236394,0.0040803296,3.9102833e-06,4.7641074e-06,1
0.9745061,0.02023598,0.0052347505,5.9389145e-06,1.722525e-05,0
3.8836517e-10,1.1575489e-12,1.0,1.2818808e-09,5.3929524e-11,1
0.99992824,6.20196e-05,9.830151e-06,1.0255826e-09,4.9058353e-09,1
0.04484293,1.4869688e-05,0.8856809,0.011788339,0.057672933,0
0.99931276,0.0006870802,1.2162188e-07,1.5414445e-10,1.6921006e-09,1
0.71432364,2.2330873e-05,0.28565314,5.743381e-07,3.0816895e-07,0
0.98589814,8.4983636e-05,0.0140116215,1.4069237e-06,3.876991e-06,1
0.99999976,8.921913e-08,1.1543623e-07,1.1710705e-12,6.5588264e-11,1
0.97603786,0.007209622,0.016649436,8.624216e-06,9.4515686e-05,1
0.9979056,1.0284803e-06,0.002093384,4.0335307e-10,1.5882092e-09,0
0.00095198356,0.014934813,0.0109605715,0.016356463,0.95679617,1
0.9999969,1.0353239e-06,2.0439247e-06,1.31336105e-11,6.5565836e-10,0
0.0085170455,0.013469622,0.9777646,0.00022824226,2.0475012e-05,0
0.99667203,3.193078e-06,0.0033246311,1.0739123e-08,1.2344076e-07,0
0.99993503,2.6510195e-05,3.8473063e-05,4.4936577e-10,1.0810568e-09,0
0.94910085,0.050687447,0.00020937136,5.9223686e-07,1.6553051e-06,0
0.99835724,6.873685e-05,0.0015720105,2.4309986e-07,1.6309975e-06,1
3.7372529e-06,8.6861505e-08,0.9999888,6.9967523e-06,3.6992594e-07,1
5.9630445e-08,1.1667493e-13,0.9999999,2.977873e-11,2.2550041e-12,1
0.9987978,7.580422e-07,0.0012015299,1.42915955e-08,5.7695626e-08,1
1.1741421e-05,0.9999883,7.4379165e-09,5.272198e-10,8.19337e-10,1
0.99280965,0.00044296109,0.006743058,7.9927776e-07,3.4928335e-06,1
2.7689987e-07,1.1037564e-09,0.9999995,9.1647244e-08,1.664821e-07,1
0.99910694,0.00083965104,1.9148067e-05,1.1944047e-07,3.4060038e-05,1
0.41014263,0.00070174254,0.5891369,3.833796e-06,1.4869029e-05,0
0.98001,0.00030363502,0.019673748,2.4419733e-06,1.0209414e-05,1
0.9972036,0.0027320911,6.39467e-05,3.8785537e-08,3.3270734e-07,1
0.98115647,0.017567309,0.0012588964,2.0653292e-06,1.5353122e-05,0
0.96483505,0.0006700891,0.03442099,1.2294256e-05,6.157584e-05,1
8.4474914e-07,8.1002727e-10,0.99999917,1.3040969e-09,5.093901e-10,1
0.99768746,0.00093372416,0.0013728731,5.9527656e-07,5.379443e-06,1
1.0,3.349262e-08,3.092239e-10,1.0453119e-15,6.561983e-14,1
0.0013263423,2.246366e-05,0.99783725,0.00035885928,0.0004551124,0
0.96688163,0.0025906386,0.030508716,2.5873042e-06,1.6443186e-05,0
0.9997321,2.4585031e-05,0.00024335006,1.4322601e-08,4.1885265e-08,0
